subj_idx,stim,rt,response,theta,dbs,conf
2,WL,0.613,1,-1.364094615,1,LC
2,WW,0.476,0,-0.467743871,1,HC
2,WL,0.903,1,0.109170049,1,LC
2,WL,0.941,1,-0.762396804,1,LC
2,LL,1.48,0,-0.198287894,1,HC
2,WW,0.866,0,-0.374115836,1,HC
2,LL,1.01,1,0.58557152,1,HC
2,WL,0.554,1,1.218937637,1,LC
2,WW,0.931,0,0.658546312,1,HC
2,WL,0.557,1,0.819641607,1,LC
2,WL,1,1,0.219320678,1,LC
2,WL,0.735,1,-0.06046192,1,LC
2,WW,0.65,0,1.045450396,1,HC
2,LL,1.41,0,-1.488014073,1,HC
2,WW,1.12,1,0.61448606,1,HC
2,WL,0.595,1,0.189029255,1,LC
2,WL,0.9,1,0.01829578,1,LC
2,LL,1.22,1,-0.30389481,1,HC
2,LL,0.842,1,-1.700054034,1,HC
2,WL,0.861,1,-0.630216049,1,LC
2,WL,0.877,1,0.670938257,1,LC
2,WW,0.876,1,0.405199865,1,HC
2,WL,0.647,1,-0.682537598,1,LC
2,WW,0.423,1,0.891239516,1,HC
2,LL,1.24,1,0.29229547,1,HC
2,WL,0.977,1,0.063732915,1,LC
2,WL,1.49,1,-1.892817635,1,LC
2,LL,1.64,0,0.38867727,1,HC
2,WW,1.18,1,0.921530939,1,HC
2,LL,0.84,0,-0.177496963,1,HC
2,WW,1.07,1,-1.713822862,1,HC
2,WL,1.94,0,-0.142937203,1,LC
2,WW,0.629,1,-0.444336862,1,HC
2,WL,0.587,1,0.373531559,1,LC
2,LL,0.906,0,0.804495895,1,HC
2,WL,0.662,0,-0.169524811,1,LC
2,WL,0.583,0,-0.357593242,1,LC
2,WW,0.761,1,0.354255199,1,HC
2,LL,0.929,0,0.694345266,1,HC
2,WL,0.949,1,-1.314526832,1,LC
2,WW,1.23,1,-0.440206214,1,HC
2,WL,1.72,0,1.246475294,1,LC
2,WL,1.28,1,-0.586155797,1,LC
2,LL,1.25,1,-0.023974524,1,HC
2,LL,1.03,0,-0.235739108,1,HC
2,WW,0.79,1,-0.199664777,1,HC
2,WL,1.07,1,-0.031409691,1,LC
2,WL,0.894,1,-2.388495465,1,LC
2,WW,1.21,1,0.41759181,1,HC
2,WL,0.877,1,-1.379240326,1,LC
2,WL,0.726,1,-1.413662398,1,LC
2,LL,1.12,1,1.79722844,1,HC
2,LL,0.76,1,-1.012989485,1,HC
2,WW,0.869,1,0.512596728,1,HC
2,WL,2.04,0,-0.385130899,1,LC
2,WL,0.913,1,-0.080426721,1,LC
2,WL,0.987,0,0.622747357,1,LC
2,WW,1.57,1,0.690214617,1,HC
2,LL,1.2,0,0.169752895,1,HC
2,WL,0.776,1,2.70597113,1,LC
2,WL,1.27,0,-1.468737713,1,LC
2,LL,0.618,0,-0.035264963,1,HC
2,WW,1.3,1,-1.358587084,1,HC
2,WL,0.837,0,-0.192504986,1,LC
2,WL,1.77,1,-0.502165942,1,LC
2,WW,0.75,1,-0.780296281,1,HC
2,LL,1.32,0,-0.404407259,1,HC
2,WL,0.793,0,-1.906586463,1,LC
2,WL,0.946,1,0.728767338,1,LC
2,WW,0.952,1,-0.060186543,1,HC
2,LL,1.06,0,-0.409914791,1,HC
2,WL,0.919,0,-0.06445488,1,LC
2,WW,0.913,1,-0.792688227,1,HC
2,LL,0.915,1,-0.137429672,1,HC
2,WL,1.37,1,-1.453592001,1,LC
2,WL,1.19,1,-1.156185303,1,LC
2,WL,0.634,0,0.581440871,1,LC
2,WL,0.736,1,-0.187548208,1,LC
2,LL,1.22,1,0.122938878,1,HC
2,WW,0.63,0,1.439238895,1,HC
2,WL,1.24,1,-0.049722233,1,LC
2,WW,1.47,1,-0.25887074,1,HC
2,WL,1.01,0,-0.217013501,1,LC
2,LL,0.655,1,-0.091166408,1,HC
2,WL,1.26,1,1.301550609,1,LC
2,LL,0.966,1,3.256724275,1,HC
2,WW,0.629,1,-0.231195395,1,HC
2,WL,1.2,1,0.35012455,1,LC
2,WL,1.04,1,0.622747357,1,LC
2,WL,0.949,1,0.468536476,1,LC
2,WW,0.651,1,0.756304995,1,HC
2,LL,1.91,1,0.36940091,1,HC
2,WL,1.18,1,1.329088266,1,LC
2,LL,1.79,0,0.509842962,1,HC
2,WW,0.666,1,1.480545381,1,HC
2,WL,0.446,1,-0.617824103,1,LC
2,WL,0.623,1,0.264757813,1,LC
2,WW,0.666,1,1.535620696,1,HC
2,WL,1.27,1,-0.811964587,1,LC
2,LL,1.73,1,0.231712624,1,HC
2,WW,0.565,1,0.465782711,1,HC
2,LL,0.574,1,-0.744497326,1,HC
2,WL,0.627,1,0.811380309,1,LC
2,WL,0.819,1,-0.608185923,1,LC
2,LL,1.65,0,-0.429191151,1,HC
2,WL,1.07,1,0.377662207,1,LC
2,WL,1.22,1,-0.825733415,1,LC
2,WW,1.11,1,-0.208201451,1,HC
2,WL,0.823,1,-2.815329153,1,LC
2,WL,0.726,1,-2.787791496,1,LC
2,LL,1.7,1,-0.176257769,1,HC
2,WW,1.18,1,-2.071812407,1,HC
2,WL,0.686,1,1.063349873,1,LC
2,LL,1.87,0,-0.162778085,1,HC
2,WL,0.762,1,2.829890587,1,LC
2,WL,1.69,1,0.231712624,1,LC
2,WL,0.725,1,-0.231785414,0,LC
2,WW,0.877,0,1.571815915,0,HC
2,WL,0.93,1,-0.121310178,0,LC
2,LL,1.61,1,2.440722268,0,HC
2,LL,1.33,0,-0.499905089,0,HC
2,WW,0.952,0,-0.843743746,0,HC
2,WL,1.28,1,1.124949791,0,LC
2,WL,1.04,1,0.190254814,0,LC
2,WL,0.936,1,-0.144894779,0,LC
2,WL,0.672,1,0.251078259,0,LC
2,WW,0.735,1,-0.182630141,0,HC
2,LL,1.16,1,-0.558245944,0,HC
2,WL,1.14,1,-0.198518714,0,LC
2,WW,0.636,1,0.457133194,0,HC
2,WL,0.922,1,-0.789126775,0,LC
2,LL,0.707,1,-0.341391744,0,HC
2,WL,1.22,0,-0.28968561,0,LC
2,WL,2.05,1,0.020197428,0,LC
2,WW,0.809,1,0.305695229,0,HC
2,LL,1.02,1,-1.767267069,0,HC
2,LL,1.16,1,0.385138096,0,HC
2,WL,1.79,1,-0.113862409,0,LC
2,WL,1.09,1,-0.333323328,0,LC
2,WW,0.701,1,-0.126275357,0,HC
2,LL,1.7,1,2.155224466,0,HC
2,WL,0.771,0,0.742630995,0,LC
2,WL,0.884,1,-0.883465179,0,LC
2,WW,0.993,1,-1.717615278,0,HC
2,WW,0.835,1,-0.147377369,0,HC
2,WL,0.843,1,-0.401222153,0,LC
2,WL,0.768,1,-0.405566685,0,LC
2,LL,1.14,1,-0.9976643,0,HC
2,WW,1.32,0,-0.846226335,0,HC
2,LL,1.52,0,0.30321264,0,HC
2,WL,1.56,0,-0.502387679,0,LC
2,WL,0.915,1,2.341418684,0,LC
2,WL,0.998,1,-0.657549527,0,LC
2,WL,0.879,1,-0.261824748,0,LC
2,LL,1.75,0,-0.893395537,0,HC
2,WW,1.22,0,0.918894856,0,HC
2,WL,1.07,1,-0.122551473,0,LC
2,WL,0.909,1,0.876690833,0,LC
2,WW,0.885,0,0.890345075,0,HC
2,LL,1.28,1,-2.462392151,0,HC
2,WL,1.03,1,-0.597967377,0,LC
2,WW,1.51,1,-1.044833502,0,HC
2,WL,0.934,1,-0.085312629,0,LC
2,WW,0.97,1,-0.367831323,0,HC
2,LL,2.27,0,1.844900769,0,HC
2,WL,1.48,1,0.085986052,0,LC
2,WW,1.34,1,-0.717131677,0,HC
2,WL,0.808,1,-0.507352858,0,LC
2,WL,1.73,1,0.521680523,0,LC
2,LL,0.975,0,-0.058004144,0,HC
2,LL,1.03,0,1.224253374,0,HC
2,WL,1.37,1,1.025646207,0,LC
2,WW,1.33,1,-0.019524005,0,HC
2,WL,0.714,1,-0.013317531,0,LC
2,WL,1.02,1,1.01323326,0,LC
2,LL,1.04,0,-1.345226841,0,HC
2,WW,0.734,1,-1.515284227,0,HC
2,WL,1.07,1,0.06488404,0,LC
2,WL,0.8,1,-0.815193966,0,LC
2,WW,0.61,0,0.292040987,0,HC
2,WL,0.85,1,-0.159790317,0,LC
2,WL,0.875,1,1.124949791,0,LC
2,WW,1.05,0,-1.432117476,0,HC
2,LL,1.2,1,0.282110628,0,HC
2,LL,2.11,1,-0.704718729,0,HC
2,WW,1.18,0,0.737665816,0,HC
2,WL,0.772,1,-0.182009493,0,LC
2,WL,0.806,1,0.947444636,0,LC
2,WL,0.709,1,2.341418684,0,LC
2,WW,1.14,0,1.671119498,0,HC
2,WL,0.707,1,0.823315157,0,LC
2,LL,1.38,0,0.262249912,0,HC
2,WL,0.761,1,0.081020873,0,LC
2,WL,0.786,1,-0.394395032,0,LC
2,LL,1.63,1,0.465822257,0,HC
2,WW,1.13,0,0.18653093,0,HC
2,WL,0.894,1,-1.506595163,0,LC
2,WW,0.721,1,0.298247461,0,HC
2,WL,0.617,1,-2.375501516,0,LC
2,LL,1.27,1,0.323073357,0,HC
2,WW,1.33,1,0.900275434,0,HC
2,WL,0.833,1,0.176600571,0,LC
2,WL,0.795,1,-0.892154243,0,LC
2,LL,0.835,1,-1.000146889,0,HC
2,WL,0.743,1,2.962066079,0,LC
2,LL,1.73,1,-0.401470412,0,HC
2,WW,1.01,1,-0.003387173,0,HC
2,WL,0.814,1,-0.397994787,0,LC
2,LL,1.67,1,0.699185678,0,HC
2,WL,1.3,1,0.669394603,0,LC
2,WL,1.87,0,0.7178051,0,LC
2,WW,1.01,1,0.252319554,0,HC
2,LL,1.24,1,0.77490466,0,HC
2,WW,0.866,0,0.301971345,0,HC
2,WL,1.1,1,1.174601582,0,LC
2,WL,1.01,0,-1.17144557,0,LC
2,WL,0.811,1,0.988407364,0,LC
2,WL,0.96,1,0.135637843,0,LC
2,WW,0.923,0,-0.923186612,0,HC
2,LL,1.17,1,-2.400327412,0,HC
2,WL,0.945,1,-0.700994845,0,LC
2,LL,0.957,1,0.62719058,0,HC
2,WL,1.73,1,-0.497422499,0,LC
2,WW,0.968,1,0.234941426,0,HC
2,WW,0.826,1,-0.774231238,0,HC
2,WL,0.969,1,-0.24010209,0,LC
2,LL,1.26,1,0.933790393,0,HC
2,WL,0.723,1,2.453135216,0,LC
2,LL,1.22,1,-0.067934502,0,HC
2,WL,1.02,1,-0.122551473,0,LC
2,WL,0.937,1,1.944204352,0,LC
2,WW,0.618,1,1.571815915,0,HC
2,WL,0.79,1,-0.252515037,0,LC
2,LL,1.6,1,1.162188634,0,HC
2,WW,0.805,1,-0.361252461,0,HC
2,WL,0.598,1,0.218804594,0,LC
2,WL,1.24,1,-3.033387755,0,LC
2,LL,0.788,1,-0.128757947,0,HC
2,WL,0.552,0,-0.374782574,0,LC
2,WW,1.25,0,-0.768024764,0,HC
2,LL,1.72,0,-0.008352352,0,HC
2,WL,1.1,0,-0.877258705,0,LC
2,WL,1.13,0,-0.349708419,0,LC
2,WL,0.986,0,-0.637688811,0,LC
2,WL,1.08,1,1.087710947,0,LC
2,LL,1.18,1,0.517956639,0,HC
2,WW,1.15,0,-1.034903143,0,HC
2,LL,1.13,0,0.437272477,0,HC
2,WW,1.46,1,-0.600449967,0,HC
2,WL,0.817,0,-0.477561783,0,LC
2,WL,0.739,1,-0.338288507,0,LC
2,LL,1.11,0,0.012749659,0,HC
2,WL,1,1,1.559402967,0,LC
2,WW,0.635,0,-1.036144438,0,HC
2,WL,1.42,0,-0.158549022,0,LC
2,WL,1.5,1,-0.402959966,0,LC
2,WW,1.52,1,-0.186726414,0,HC
2,LL,1.28,0,2.142811518,0,HC
2,WL,1.85,0,-0.340522838,0,LC
2,WL,1.15,1,-1.276955627,0,LC
2,LL,1.12,0,-0.134964421,0,HC
2,WL,1.2,0,-0.840019861,0,LC
2,WW,1.1,0,0.700426973,0,HC
2,WW,0.587,0,-1.093243998,0,HC
2,WL,0.924,1,0.223769773,0,LC
2,WL,0.699,1,-0.650101759,0,LC
2,LL,0.938,0,1.782836029,0,HC
2,WL,0.97,0,0.185289635,0,LC
2,WL,0.853,1,-1.489217036,0,LC
2,LL,1.48,0,-1.124276368,0,HC
2,WW,0.916,0,0.110811947,0,HC
3,LL,2.2,0,-1.474005158,1,HC
3,WL,1.67,1,-0.267337854,1,LC
3,WW,1.64,0,-0.28944214,1,HC
3,WL,2.96,0,1.841637741,1,LC
3,WL,1.35,1,0.248995596,1,LC
3,LL,1.08,1,-0.513318882,1,HC
3,WW,2.02,0,0.985805129,1,HC
3,WL,3.24,0,-0.606326917,1,LC
3,WL,2.58,0,-0.407331665,1,LC
3,WW,2.09,0,-0.119409171,1,HC
3,WL,2.33,1,0.521048347,1,LC
3,WW,2.69,1,-1.17191325,1,HC
3,LL,1.76,1,0.475706222,1,HC
3,WL,2.42,1,1.620594881,1,LC
3,WL,3.17,1,-0.119975947,1,LC
3,WW,2.51,1,-0.578498187,1,HC
3,LL,3.11,1,-0.853951597,1,HC
3,WL,2.42,1,-0.639993445,1,LC
3,WW,2.79,0,-0.89475951,1,HC
3,WL,0.963,0,-0.273572396,1,LC
3,WW,2.07,1,-0.341585584,1,HC
3,LL,2.03,0,0.095965924,1,HC
3,WL,2.2,1,0.917791942,1,LC
3,WL,3.53,0,0.129972518,1,LC
3,LL,2.39,0,-0.108640416,1,HC
3,WW,0.725,1,2.136361554,1,HC
3,WL,1.7,0,0.146975815,1,LC
3,WL,1.51,1,-0.894192733,1,LC
3,LL,2.81,0,1.586588287,1,HC
3,WW,1.17,1,0.702416847,1,HC
3,WL,1.36,1,1.671604772,1,LC
3,WL,1.16,1,0.776097801,1,LC
3,LL,2.19,0,0.764762269,1,HC
3,WL,1.14,1,0.402025268,1,LC
3,WW,1.57,0,0.15264358,1,HC
3,WW,1.82,1,1.461897443,1,HC
3,WL,1.58,1,-0.431136281,1,LC
3,LL,1.75,1,1.019811723,1,HC
3,WL,0.878,1,-0.556960678,1,LC
3,WL,1.38,1,-0.237298696,1,LC
3,LL,1.89,0,-1.593028237,1,HC
3,LL,0.933,1,0.810104394,1,HC
3,WL,1.06,1,0.509712815,1,LC
3,WW,1.36,0,-0.623500247,1,HC
3,WW,1.08,0,-0.978642442,1,HC
3,LL,0.875,0,-0.59487803,1,HC
3,WL,0.968,0,-0.500283022,1,LC
3,WL,1.36,1,-0.633804244,1,LC
3,WL,1,0,-0.569429762,1,LC
3,WW,2.17,1,-0.336484595,1,HC
3,LL,1.11,0,0.050623799,1,HC
3,WL,2.23,1,2.969523103,1,LC
3,WW,2.37,0,-0.792739729,1,HC
3,LL,2.49,1,-0.908362148,1,HC
3,WL,1.17,0,2.737144712,1,LC
3,WL,1.52,1,-0.738895955,1,LC
3,LL,1.7,1,0.345347612,1,HC
3,WL,0.752,1,-1.185515887,1,LC
3,WW,1.28,0,0.475706222,1,HC
3,LL,1.14,0,-1.859413222,1,HC
3,WL,1.21,1,-0.52862185,1,LC
3,WW,1.03,1,-0.448706354,1,HC
3,WL,0.7,1,-0.412432654,1,LC
3,WW,0.632,0,1.025479489,1,HC
3,WL,1.45,1,-0.331383605,1,LC
3,WL,1.32,1,-2.936288693,1,LC
3,LL,1.39,1,-1.230291236,1,HC
3,WL,0.953,1,0.322676549,1,LC
3,WW,0.989,0,0.957466301,1,HC
3,LL,1.67,1,-0.587283224,1,HC
3,WL,0.775,1,-0.394295804,1,LC
3,WL,1.32,1,-1.145274751,1,LC
3,WL,1.43,1,-0.524654414,1,LC
3,LL,2.05,1,-0.898160169,1,HC
3,WL,1.73,0,1.263525646,1,LC
3,WW,0.656,1,-0.17892071,1,HC
3,WL,0.858,1,-0.110340746,1,LC
3,LL,2.74,1,-0.045728217,1,HC
3,WL,0.792,1,0.390689737,1,LC
3,LL,1.62,1,-1.865080988,1,HC
3,WL,2.07,1,2.266720164,1,LC
3,WW,1.2,1,0.583393769,1,HC
3,WL,1.62,0,1.070821614,1,LC
3,WW,0.998,0,0.458702925,1,HC
3,WL,0.786,1,0.067627096,1,LC
3,LL,0.816,1,-0.19535723,1,HC
3,WW,1.87,1,-0.337618148,1,HC
3,LL,1,0,0.169646877,1,HC
3,WL,1.56,0,2.680467055,1,LC
3,WL,0.583,0,-0.497449139,1,LC
3,WW,1.11,1,0.345347612,1,HC
3,LL,1.17,0,0.872449816,1,HC
3,WL,1.33,1,0.084630392,1,LC
3,WL,0.859,0,-0.369357635,1,LC
3,WL,1.32,1,-0.168718732,1,LC
3,WW,1.11,0,-0.692987053,1,HC
3,WL,1.7,1,-0.967873687,1,LC
3,WL,1.11,0,-0.741729838,1,LC
3,WW,0.894,1,-0.448706354,1,HC
3,LL,0.935,0,2.266720164,1,HC
3,WL,0.568,0,-0.08823646,1,LC
3,WL,0.818,1,-0.882857202,1,LC
3,LL,0.876,0,0.28300219,1,HC
3,WL,0.793,0,0.934795238,1,LC
3,WW,1.34,1,-1.615699299,1,HC
3,WL,0.763,1,-0.734361742,1,LC
3,WL,1.75,1,-0.221428952,1,LC
3,LL,1.25,1,0.430364097,1,HC
3,WL,0.931,1,-0.866420682,1,LC
3,LL,0.864,0,1.393884255,1,HC
3,WL,1.16,1,-0.051395983,1,LC
3,WW,1.28,1,0.129972518,1,HC
3,WL,0.992,1,-0.698088042,1,LC
3,WW,1.2,0,-1.241626767,1,HC
3,LL,0.944,0,0.821439926,1,HC
3,WL,0.992,1,0.175314643,1,LC
3,LL,1.21,1,-0.438703966,0,HC
3,WW,2.8,0,-0.266411575,0,HC
3,WL,1.55,0,3.300133052,0,LC
3,WL,0.998,1,-0.118074276,0,LC
3,LL,1.7,0,0.697320194,0,HC
3,WL,2.87,0,-0.927940649,0,LC
3,WL,1.46,1,0.794061911,0,LC
3,WL,2.23,1,-0.240153109,0,LC
3,WW,2.31,0,-0.528074886,0,HC
3,LL,1.05,1,2.507772324,0,HC
3,LL,0.901,1,2.530806066,0,HC
3,WW,2.24,0,-0.218962067,0,HC
3,WL,1.99,0,-0.742749362,0,LC
3,WL,2.99,1,1.111927552,0,LC
3,LL,2.66,1,0.190577868,0,HC
3,WW,2.9,1,0.711140439,0,HC
3,WL,1.75,1,-0.141108018,0,LC
3,WL,2.02,1,0.337993817,0,LC
3,LL,2.05,1,-1.191446658,0,HC
3,WL,0.781,1,-1.08410942,0,LC
3,WW,3.16,1,-0.619749179,0,HC
3,WL,1.78,1,-1.559986532,0,LC
3,WL,1.29,1,1.171815282,0,LC
3,WW,1.34,1,0.278106088,0,HC
3,LL,1.91,1,-0.900760833,0,HC
3,WL,1.69,0,0.863163137,0,LC
3,WL,0.943,1,-0.690554902,0,LC
3,LL,3.42,1,0.379454553,0,HC
3,WW,0.904,1,-0.141108018,0,HC
3,LL,2.87,0,-0.122681025,0,HC
3,WW,0.95,0,-0.16414176,0,HC
3,WL,0.884,1,0.006307931,0,LC
3,WL,1.05,1,-0.645316633,0,LC
3,WL,1.68,1,-0.081220289,0,LC
3,WL,1.55,1,0.393274798,0,LC
3,WW,1.3,0,0.070802409,0,HC
3,WL,2.64,1,-0.205602496,0,LC
3,WW,1.79,0,0.591364981,0,HC
3,WL,1.69,0,-0.645593038,0,LC
3,LL,2.54,0,-1.325042362,0,HC
3,WL,2.34,1,0.135296887,0,LC
3,WW,2.51,0,-0.474636604,0,HC
3,LL,3.13,0,-0.739063963,0,HC
3,WL,1.53,1,-0.067400044,0,LC
3,WL,1.11,1,-0.707277399,0,LC
3,WL,2.01,0,1.268556998,0,LC
3,WW,1.37,1,0.411701792,0,HC
3,WL,1.97,1,0.973725099,0,LC
3,WW,2.31,0,-2.016054626,0,HC
3,WL,3.42,0,2.378783368,0,LC
3,LL,2.7,0,0.222825107,0,HC
3,LL,1.73,0,0.384061302,0,HC
3,WW,1.05,1,-0.548805254,0,HC
3,WL,2.82,1,-0.145714767,0,LC
3,WL,1.13,1,2.374176619,0,LC
3,WL,2.03,1,-0.13650127,0,LC
3,WL,1.81,1,-0.537288383,0,LC
3,LL,3,1,0.342600566,0,HC
3,WW,1,1,-0.217580042,0,HC
3,LL,2.03,0,0.729567433,0,HC
3,WW,1.07,1,-1.237514142,0,HC
3,WL,1.69,1,2.097771714,0,LC
3,WL,0.998,1,0.232038604,0,LC
3,LL,1.47,0,-0.376512863,0,HC
3,WL,3.33,1,-1.051862181,0,LC
3,WL,1.56,1,0.619005471,0,LC
3,WL,2.12,0,-0.83580568,0,LC
3,LL,1.43,0,-1.200660155,0,HC
3,WL,1.59,1,0.139903635,0,LC
3,WW,2.28,0,0.743387678,0,HC
3,LL,1.05,0,0.001701183,0,HC
3,WL,1.56,1,-0.099647283,0,LC
3,WW,1.57,1,-0.798951693,0,HC
3,WL,1.72,0,-0.533602984,0,LC
3,LL,1.38,0,-0.434097218,0,HC
3,WL,1.13,0,-1.629087758,0,LC
3,WW,1.92,1,-1.923919657,0,HC
3,WL,0.937,1,-0.298658814,0,LC
3,LL,1.83,0,1.015185835,0,HC
3,WW,2.33,0,0.333387069,0,HC
3,WL,1.58,0,2.784177229,0,LC
3,WW,1.41,1,-0.278389121,0,HC
3,WL,3.72,0,-0.375130838,0,LC
3,LL,3.5,1,-0.225411514,0,HC
3,WL,2.1,1,-0.571838996,0,LC
3,WL,1.31,0,-0.191782251,0,LC
3,LL,2.83,0,-2.637965662,0,HC
3,WW,3.68,1,-0.118074276,0,HC
3,WL,1.98,0,0.319566824,0,LC
3,WL,1.32,0,0.812488905,0,LC
3,LL,0.947,0,0.052375415,0,HC
3,WW,3.7,0,0.789455163,0,HC
3,WL,1.93,0,-0.131894521,0,LC
3,WL,2.55,0,2.309682141,0,LC
3,WW,1.55,1,1.996423249,0,HC
3,LL,1.2,0,-1.232907394,0,HC
3,WL,1.23,1,-0.482468076,0,LC
3,WW,1.39,1,0.033948422,0,HC
3,LL,1.12,0,0.144510384,0,HC
3,WL,1.66,0,0.964511603,0,LC
3,WL,1.77,1,1.107320804,0,LC
3,WL,1.13,0,0.407095044,0,LC
3,LL,1.36,0,0.642039213,0,HC
3,WW,1.61,1,1.397545954,0,HC
3,WL,1.13,1,-1.656728249,0,LC
3,WL,1.86,1,-0.072006792,0,LC
3,LL,1.59,0,-0.584277216,0,HC
3,WL,2.74,0,-1.403357086,0,LC
3,WW,1.82,1,-0.57506372,0,HC
3,LL,1.81,1,0.056982164,0,HC
3,WL,1.81,1,-1.038502611,0,LC
3,WW,0.86,1,1.310017734,0,HC
3,WL,1.39,0,-0.482928751,0,LC
3,WL,1.75,0,0.287319585,0,LC
3,WL,1.36,1,0.568331238,0,LC
3,WW,1.9,0,-0.417973598,0,HC
3,WL,1.03,1,-0.234164336,0,LC
3,WL,1.01,0,-0.571378321,0,LC
3,WW,2.41,0,-0.444692739,0,HC
3,LL,1.68,1,0.264285843,0,HC
3,WL,2.27,1,-0.883255189,0,LC
3,WL,2.44,0,0.093836151,0,LC
3,WW,1.44,0,0.089229403,0,HC
3,WL,0.826,0,-0.177962006,0,LC
3,LL,0.979,0,-1.255941136,0,HC
3,WW,1.2,0,-0.517018689,0,HC
3,WL,1.26,1,-1.070289175,0,LC
3,WL,1.27,1,-1.463244815,0,LC
3,WL,1.21,1,-1.08318807,0,LC
3,LL,1.78,0,1.171815282,0,HC
3,WW,2.46,0,-0.503659119,0,HC
3,WL,1.94,0,-0.030546056,0,LC
3,WL,2.57,1,0.711140439,0,LC
3,WW,2.32,0,-0.343344274,0,HC
3,LL,0.671,1,0.568331238,0,HC
3,WL,2.77,1,-0.414748875,0,LC
3,WW,2.05,0,0.559117742,0,HC
3,LL,2.4,1,-1.306615369,0,HC
3,WL,2.69,1,2.005636746,0,LC
4,LL,2.16,0,-0.432967661,1,HC
4,WL,0.664,0,-1.293473181,1,LC
4,WL,0.748,1,1.413833643,1,LC
4,WW,0.885,0,-0.447361571,1,HC
4,WL,1.02,1,-0.865410799,1,LC
4,LL,1.01,1,-0.558757922,1,HC
4,WL,0.777,1,-0.148844383,1,LC
4,WW,0.768,0,-0.166993227,1,HC
4,WW,0.692,0,-0.671725087,1,HC
4,LL,0.947,0,2.152303835,1,HC
4,WL,1.07,1,0.481358569,1,LC
4,WL,1.24,1,1.069631434,1,LC
4,WL,0.542,1,0.112123473,1,LC
4,WL,0.994,1,2.934581581,1,LC
4,LL,1.88,1,-0.064358387,1,HC
4,WW,0.419,0,-0.454245615,1,HC
4,WW,1.53,0,-0.198910159,1,HC
4,WL,0.539,1,0.124639917,1,LC
4,LL,1.87,1,0.199738581,1,HC
4,WL,0.567,1,-1.696502676,1,LC
4,LL,1.3,1,-0.252105046,1,HC
4,WL,0.657,1,-1.178321897,1,LC
4,WL,0.778,1,-1.27595016,1,LC
4,LL,1.63,1,0.806786112,1,HC
4,WL,0.575,1,-0.69600073,1,LC
4,WL,0.5,1,-0.172625627,1,LC
4,LL,0.725,1,-0.929870485,1,HC
4,WL,0.814,1,-0.160735005,1,LC
4,WW,1.48,0,-0.52120859,1,HC
4,WL,0.64,1,0.168447471,1,LC
4,WL,0.454,1,-0.466762059,1,LC
4,WL,0.745,0,-0.268376423,1,LC
4,WW,0.641,1,-0.265247312,1,HC
4,LL,0.908,1,-0.746504581,1,HC
4,WL,0.527,1,1.970815398,1,LC
4,LL,0.912,1,-0.955529195,1,HC
4,WL,0.601,1,1.407575421,1,LC
4,WL,0.473,1,1.407575421,1,LC
4,WW,0.797,1,-0.379146952,1,HC
4,WL,0.526,1,-0.740872181,1,LC
4,LL,1.59,0,1.889458512,1,HC
4,WL,0.498,1,-0.781550624,1,LC
4,WL,1.18,1,-0.153850961,1,LC
4,WW,0.84,1,-0.406057306,1,HC
4,LL,0.904,1,-1.608887568,1,HC
4,WL,0.635,1,-0.601313831,1,LC
4,WW,0.857,1,0.794269668,1,HC
4,LL,0.611,1,2.239918942,1,HC
4,WL,0.513,1,-0.692370961,1,LC
4,WL,0.638,1,3.003422023,1,LC
4,LL,0.598,1,1.226086983,1,HC
4,WW,0.483,1,-0.703009938,1,HC
4,LL,1.19,1,-0.172625627,1,HC
4,WL,0.735,1,0.287353688,1,LC
4,WW,0.897,0,-0.53810579,1,HC
4,WL,0.46,1,-0.281518689,1,LC
4,WL,0.937,1,0.637814118,1,LC
4,LL,1.15,1,2.083463393,1,HC
4,WL,0.535,1,-0.862281688,1,LC
4,WW,0.671,1,1.169762986,1,HC
4,LL,0.668,1,0.249804356,1,HC
4,WL,0.987,1,-0.630477146,1,LC
4,WL,0.554,1,-0.866036621,1,LC
4,LL,0.448,0,1.301185647,1,HC
4,WW,0.432,1,-0.581913343,1,HC
4,WL,0.539,1,2.552830041,1,LC
4,WL,0.857,1,0.162189249,1,LC
4,WW,0.555,1,-1.715277342,1,HC
4,LL,0.409,0,-0.101907718,1,HC
4,WL,0.433,1,1.833134514,1,LC
4,WW,0.462,1,-0.379146952,1,HC
4,WL,0.426,1,0.838077221,1,LC
4,WW,0.49,1,0.637814118,1,HC
4,LL,0.422,0,2.321275828,1,HC
4,LL,1.29,0,-0.576906766,1,HC
4,WL,1.09,1,0.024508365,1,LC
4,WL,1.21,1,0.043283031,1,LC
4,WL,0.711,1,3.416464673,1,LC
4,LL,0.984,0,-0.631040386,1,HC
4,WW,0.777,0,-1.051905813,1,HC
4,LL,0.882,0,0.187222137,1,HC
4,WL,0.884,1,-0.02555741,1,LC
4,WL,1.31,1,-0.968671461,1,LC
4,WW,1.4,1,-0.072494075,1,HC
4,WW,0.439,0,-0.959284128,1,HC
4,WL,0.735,1,-0.672763952,1,LC
4,LL,1.08,0,1.063373212,1,HC
4,WL,0.851,1,0.074574141,1,LC
4,WL,0.569,1,0.331161242,1,LC
4,LL,0.774,0,-0.443606638,1,HC
4,WW,1.32,1,-0.283396155,1,HC
4,WL,0.485,1,-0.539357434,1,LC
4,LL,1.64,1,0.462583903,1,HC
